iter	alfa	beta	tmin
1	-13.000000000000000	-3.000000000000000	0.072481044532537
2	49.000000000000000	-26.000000000000000	1.000000000000000
3	45.000000000000000	-70.000000000000000	1.000000000000000
4	-35.000000000000000	14.000000000000000	0.051439556756668
5	20.000000000000000	-23.000000000000000	1.000000000000000
6	35.000000000000000	80.000000000000000	0.067025198006167
7	33.000000000000000	14.000000000000000	0.065580554389575
8	80.000000000000000	-72.000000000000000	1.000000000000000
9	-3.000000000000000	28.000000000000000	0.036722740196128
10	-25.000000000000000	-13.000000000000000	0.087927559117387
11	51.000000000000000	-53.000000000000000	1.000000000000000
12	18.000000000000000	-80.000000000000000	1.000000000000000
13	49.000000000000000	1.000000000000000	1.000000000000000
14	38.000000000000000	1.000000000000000	1.000000000000000
15	-39.000000000000000	80.000000000000000	0.079620625406525
16	-2.000000000000000	18.000000000000000	0.046976062540864
17	-4.000000000000000	-29.000000000000000	0.110354823340348
18	21.000000000000000	-80.000000000000000	1.000000000000000
19	67.000000000000000	-48.000000000000000	1.000000000000000
20	-80.000000000000000	-3.000000000000000	1.000000000000000
21	-28.000000000000000	-74.000000000000000	1.000000000000000
22	28.000000000000000	-80.000000000000000	1.000000000000000
23	-6.000000000000000	80.000000000000000	0.072717063695346
24	-54.000000000000000	-42.000000000000000	0.127247259151892
25	3.000000000000000	-47.000000000000000	1.000000000000000
26	22.000000000000000	-28.000000000000000	1.000000000000000
27	-77.000000000000000	-5.000000000000000	1.000000000000000
28	49.000000000000000	21.000000000000000	1.000000000000000
29	61.000000000000000	25.000000000000000	1.000000000000000
30	-9.000000000000000	58.000000000000000	0.046101196629089
31	57.000000000000000	51.000000000000000	1.000000000000000
32	49.000000000000000	19.000000000000000	1.000000000000000
33	19.000000000000000	-80.000000000000000	1.000000000000000
34	6.000000000000000	-14.000000000000000	0.089403307869580
35	-47.000000000000000	80.000000000000000	0.081293680063763
36	-48.000000000000000	49.000000000000000	0.057228045425140
37	40.000000000000000	32.000000000000000	0.070566494834394
38	46.000000000000000	21.000000000000000	1.000000000000000
39	-80.000000000000000	-2.000000000000000	1.000000000000000
40	42.000000000000000	-46.000000000000000	1.000000000000000
41	-80.000000000000000	8.000000000000000	1.000000000000000
42	-61.000000000000000	68.000000000000000	0.076558079387185
43	54.000000000000000	-58.000000000000000	1.000000000000000
44	48.000000000000000	-25.000000000000000	1.000000000000000
45	13.000000000000000	-7.000000000000000	0.078818266905183
46	-80.000000000000000	65.000000000000000	1.000000000000000
47	-7.000000000000000	-35.000000000000000	0.118252407532471
48	9.000000000000000	52.000000000000000	0.046023447508865
49	62.000000000000000	-5.000000000000000	1.000000000000000
50	-52.000000000000000	-4.000000000000000	0.074086263506881
51	30.000000000000000	-77.000000000000000	1.000000000000000
52	75.000000000000000	-80.000000000000000	1.000000000000000
53	-19.000000000000000	-18.000000000000000	0.095196596777041
54	-75.000000000000000	-11.000000000000000	1.000000000000000
55	80.000000000000000	-80.000000000000000	1.000000000000000
56	-18.000000000000000	80.000000000000000	0.075643497945974
57	66.000000000000000	-80.000000000000000	1.000000000000000
58	3.000000000000000	-15.000000000000000	0.090867824262807
59	-80.000000000000000	80.000000000000000	1.000000000000000
60	35.000000000000000	53.000000000000000	0.067025190392291
61	13.000000000000000	-17.000000000000000	0.093764094066563
62	9.000000000000000	64.000000000000000	0.047263439877217
63	15.000000000000000	32.000000000000000	0.051411944786559
64	-80.000000000000000	3.000000000000000	1.000000000000000
65	50.000000000000000	-22.000000000000000	1.000000000000000
66	11.000000000000000	-31.000000000000000	1.000000000000000
67	-80.000000000000000	14.000000000000000	1.000000000000000
68	-72.000000000000000	-16.000000000000000	0.092321305058918
69	-69.000000000000000	80.000000000000000	1.000000000000000
70	-2.000000000000000	-67.000000000000000	1.000000000000000
71	-37.000000000000000	80.000000000000000	0.079236023181753
72	-53.000000000000000	80.000000000000000	0.082574076881962
73	80.000000000000000	49.000000000000000	1.000000000000000
74	41.000000000000000	-19.000000000000000	1.000000000000000
75	26.000000000000000	6.000000000000000	0.060620853500753
76	-40.000000000000000	80.000000000000000	0.079821390335459
77	-65.000000000000000	80.000000000000000	0.085704739822283
78	13.000000000000000	52.000000000000000	0.049661730120291
79	43.000000000000000	-34.000000000000000	1.000000000000000
80	1.000000000000000	-8.000000000000000	0.080368352310138
81	-80.000000000000000	34.000000000000000	1.000000000000000
82	4.000000000000000	-27.000000000000000	0.107671330703726
83	-37.000000000000000	80.000000000000000	0.079236023181753
84	19.000000000000000	59.000000000000000	0.054788411241919
85	80.000000000000000	-67.000000000000000	1.000000000000000
