iter	alfa	beta	tmin
1	-13.000000000000000	-3.000000000000000	0.072481044532537
2	-54.000000000000000	47.000000000000000	0.060896952667737
3	-70.000000000000000	80.000000000000000	1.000000000000000
4	-80.000000000000000	21.000000000000000	1.000000000000000
5	58.000000000000000	-70.000000000000000	1.000000000000000
6	-80.000000000000000	80.000000000000000	1.000000000000000
7	-23.000000000000000	80.000000000000000	0.076686732705007
8	-14.000000000000000	-80.000000000000000	1.000000000000000
9	19.000000000000000	-62.000000000000000	1.000000000000000
10	1.000000000000000	80.000000000000000	0.070607864619846
11	-51.000000000000000	6.000000000000000	0.060620900658361
12	-80.000000000000000	61.000000000000000	1.000000000000000
13	61.000000000000000	-63.000000000000000	1.000000000000000
14	50.000000000000000	9.000000000000000	1.000000000000000
15	-9.000000000000000	9.000000000000000	0.057155943309289
16	-53.000000000000000	-13.000000000000000	0.087927551020159
17	-80.000000000000000	80.000000000000000	1.000000000000000
18	-2.000000000000000	71.000000000000000	0.059995493574853
19	-34.000000000000000	80.000000000000000	0.078710776053982
20	-29.000000000000000	-40.000000000000000	0.124695646025175
21	-80.000000000000000	-41.000000000000000	1.000000000000000
22	32.000000000000000	80.000000000000000	0.064851099148571
23	-80.000000000000000	71.000000000000000	1.000000000000000
24	-80.000000000000000	80.000000000000000	1.000000000000000
25	-44.000000000000000	4.000000000000000	0.062935610431445
26	62.000000000000000	-10.000000000000000	1.000000000000000
27	-30.000000000000000	47.000000000000000	0.045823433382138
28	30.000000000000000	-41.000000000000000	1.000000000000000
29	-37.000000000000000	-17.000000000000000	0.093764141957070
30	-80.000000000000000	-43.000000000000000	1.000000000000000
31	-80.000000000000000	80.000000000000000	1.000000000000000
32	5.000000000000000	80.000000000000000	0.069211669916866
33	80.000000000000000	35.000000000000000	1.000000000000000
34	-80.000000000000000	65.000000000000000	1.000000000000000
35	-16.000000000000000	28.000000000000000	0.036722742599734
36	6.000000000000000	-16.000000000000000	0.092321228787058
37	-28.000000000000000	46.000000000000000	0.044347446466528
