
Analise  de Dados com Kruskal-Wallis para amostras nao parametricas
    algo  ab       tmin nfo     time
1   DE13  16 0.05222654  45 17.45415
2   DE13  19 0.05472679  45 16.25611
3   DE13  15 0.05137355  45 17.10221
4   DE13  18 0.05390268  45 16.58665
5   DE13  16 0.05222654  45 17.11703
6   DE13  15 0.05137355  45 15.08090
7   DE13  15 0.05137355  45 15.15717
8   DE13  13 0.05262561  45 18.40872
9   DE13  17 0.05306956  45 15.67863
10  DE13  18 0.05390268  45 16.29436
11  DE13  14 0.05151055  45 19.24602
12  DE13  16 0.05222654  45 17.12433
13  DE13  16 0.05222654  45 15.44823
14  DE13  14 0.05151055  45 15.42073
15  DE13  52 0.07895378  45 15.57770
16  DE13  27 0.06103419  45 15.11241
17  DE13  15 0.05137355  45 15.12178
18  DE13  -4 0.07407366  45 16.76996
19  DE13  18 0.05390268  45 15.43951
20  DE13   8 0.05830940  45 15.35650
21  DE13  15 0.05137355  45 16.92974
22  DE13  15 0.05137355  45 20.86281
23  DE13  15 0.05137355  45 18.14647
24  DE13  14 0.05151055  45 18.34173
25  DE13  12 0.05374993  45 15.30109
26  DE13  19 0.05472679  45 15.47463
27  DE13  15 0.05137355  45 18.08703
28  DE13  22 0.05714748  45 21.95649
29  DE13  20 0.05554198  45 15.55893
30  DE13  13 0.05262561  45 14.09756
31  DE23  25 0.05949947  45 21.45217
32  DE23  22 0.05714748  45 16.77721
33  DE23  14 0.05151055  45 17.53792
34  DE23  26 0.06026992  45 15.82232
35  DE23  16 0.05222654  45 16.39987
36  DE23  15 0.05137355  45 15.46138
37  DE23  19 0.05472679  45 15.09043
38  DE23   7 0.05946044  45 16.52230
39  DE23  15 0.05137355  45 14.85972
40  DE23  18 0.05390268  45 15.19728
41  DE23  11 0.05488161  45 18.17658
42  DE23   9 0.05716161  45 15.16957
43  DE23  52 0.07895378  45 15.21182
44  DE23  14 0.05151055  45 15.43879
45  DE23  15 0.05137355  45 15.14936
46  DE23  15 0.05137355  45 15.82865
47  DE23  15 0.05137355  45 17.17002
48  DE23  52 0.07895378  45 15.98195
49  DE23  14 0.05151055  45 15.30953
50  DE23  52 0.07895378  45 15.78884
51  DE23  16 0.05222654  45 16.44861
52  DE23  13 0.05262561  45 15.68430
53  DE23  15 0.05137355  45 19.25680
54  DE23  -7 0.07881485  45 15.57530
55  DE23  16 0.05222654  45 16.34417
56  DE23  26 0.06026992  45 16.01200
57  DE23  12 0.05374993  45 15.26693
58  DE23  12 0.05374993  45 20.13844
59  DE23  26 0.06026992  45 15.30267
60  DE23  13 0.05262561  45 15.14897
61  DE33   9 0.05716161  45 21.16232
62  DE33  16 0.05222654  45 17.64514
63  DE33  15 0.05137355  45 16.40598
64  DE33  13 0.05262561  45 15.58143
65  DE33  14 0.05151055  45 15.96860
66  DE33  13 0.05262561  45 15.18969
67  DE33  12 0.05374993  45 15.11377
68  DE33  22 0.05714748  45 16.05668
69  DE33  14 0.05151055  45 15.18424
70  DE33 -39 0.12404339  45 16.18848
71  DE33  22 0.05714748  45 15.71806
72  DE33  16 0.05222654  45 16.04773
73  DE33  20 0.05554198  45 15.56470
74  DE33  19 0.05472679  45 15.26825
75  DE33  23 0.05793859  45 15.29396
76  DE33  16 0.05222654  45 15.17834
