
Analise  de Dados com Kruskal-Wallis para amostras nao parametricas
    algo  a  b       tmin  nfo      time
1   DE12 -7 36 0.02996970 1456 1718.7506
2   DE12 -7 36 0.02996970 1462 1689.0688
3   DE12 -7 36 0.02996970 1449 1651.0557
4   DE12 -7 36 0.02996970 1445 1653.3182
5   DE12 -7 36 0.02996970 1428 1620.7678
6   DE12 -7 36 0.02996970 1443 1659.1876
7   DE12 -7 36 0.02996970 1433 1646.2147
8   DE12 -7 36 0.02996970 1469 1655.7152
9   DE12 -7 36 0.02996970 1467 1684.2927
10  DE12 -7 36 0.02996970 1467 1685.1687
11  DE12 -7 36 0.02996970 1473 1696.6289
12  DE12 -7 36 0.02996970 1408 1613.9772
13  DE12 -7 36 0.02996970 1457 1735.1326
14  DE12 -7 36 0.02996970 1415 1694.9537
15  DE12 -7 36 0.02996970 1467 1790.1048
16  DE12 -7 36 0.02996970 1442 1743.0645
17  DE12 -7 36 0.02996970 1447 1784.2748
18  DE12 -7 36 0.02996970 1412 1709.8441
19  DE12 -7 36 0.02996970 1420 1695.8394
20  DE12 -7 36 0.02996970 1415 1471.4601
21  DE12 -7 36 0.02996970 1470 1425.1824
22  DE12 -7 36 0.02996970 1444 1420.5204
23  DE12 -7 36 0.02996970 1469 1459.6110
24  DE12 -7 36 0.02996970 1450 1432.9973
25  DE12 -7 36 0.02996970 1493 1388.2791
26  DE12 -7 36 0.02996970 1389 1193.8562
27  DE12 -7 36 0.02996970 1430 1238.4127
28  DE12 -7 36 0.02996970 1434 1249.7435
29  DE12 -7 36 0.02996970 1465 1069.1336
30  DE12 -7 36 0.02996970 1427 1014.5026
31  DE22 -7 36 0.02996970 1484 1742.0099
32  DE22 -7 36 0.02996970 1495 1727.7710
33  DE22 -7 36 0.02996970 1493 1690.2126
34  DE22 -7 36 0.02996970 1458 1669.2467
35  DE22 -7 36 0.02996970 1472 1667.5579
36  DE22 -8 36 0.03004283 1479 1698.5607
37  DE22 -7 36 0.02996970 1473 1684.7013
38  DE22 -7 36 0.02996970 1482 1681.6489
39  DE22 -7 36 0.02996970 1496 1715.4767
40  DE22 -7 36 0.02996970 1495 1726.1970
41  DE22 -7 36 0.02996970 1483 1713.0215
42  DE22 -7 36 0.02996970 1482 1704.4904
43  DE22 -7 36 0.02996970 1492 1773.9065
44  DE22 -7 36 0.02996970 1473 1791.2725
45  DE22 -7 36 0.02996970 1507 1824.6280
46  DE22 -7 36 0.02996970 1471 1813.1916
47  DE22 -7 36 0.02996970 1485 1811.1246
48  DE22 -7 36 0.02996970 1493 1809.8000
49  DE22 -7 36 0.02996970 1453 1745.6216
50  DE22 -7 36 0.02996970 1470 1774.4799
51  DE22 -7 36 0.02996970 1497 1831.7462
52  DE22 -7 36 0.02996970 1485 1836.9038
53  DE22 -7 36 0.02996970 1491 1799.4470
54  DE22 -7 36 0.02996970 1473 1443.5908
55  DE22 -7 36 0.02996970 1510 1500.4924
56  DE22 -7 36 0.02996970 1489 1439.7100
